Address_Range,Council_District,HPD_Beat,HPD_District,HPD_Division,Offense,Premise_Type,SNB_Name,SNB_No,Time_Begun,Full_time,Weekday,Month,Time,lat,lon,Estimated_Population
700-799 E 20TH,C,2A30,2,Central Division,Theft,Apartment Parking Lot,GREATER HEIGHTS,15,1475323200000.0,2016-10-01 07:00:00,Saturday,October,07:00:00,29.803797999999997,-95.390191,"173,195"
8700-8799 BURDEN,H,7C30,7,Northeast Division,Aggravated Assault,"Road, Street, or Sidewalk",EASTEX - JENSEN AREA,46,1476033060000.0,2016-10-09 12:11:00,Sunday,October,12:11:00,29.8377212,-95.3525954,"250,444"
1600-1699 MCNEIL,H,2A10,2,Central Division,Murder,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1476314820000.0,2016-10-12 18:27:00,Wednesday,October,18:27:00,29.787243800000002,-95.3520162,"173,195"
400-499 MAIN ST OB,I,1A10,1,Special Operations Division,Burglary,Restaurant or Cafeteria,DOWNTOWN,61,1474954500000.0,2016-09-27 00:35:00,Tuesday,September,00:35:00,29.761514299999998,-95.36142290000001,"173,195"
500-599 WHITE,H,2A40,2,Central Division,Theft,Residence or House,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1476392400000.0,2016-10-13 16:00:00,Thursday,October,16:00:00,29.764011800000002,-95.37822940000001,"173,195"
1600-1699 SHEARN,H,2A40,2,Central Division,Burglary,Residence or House,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1476181800000.0,2016-10-11 05:30:00,Tuesday,October,05:30:00,29.7744846,-95.37363979999999,"173,195"
2000-2099 HARDY,H,2A10,2,Central Division,Theft,Body Shop,NEAR NORTHSIDE,51,1476559200000.0,2016-10-15 14:20:00,Saturday,October,14:20:00,29.779594300000003,-95.3513579,"173,195"
700-799 FIRNAT,H,3B50,3,North Division,Auto Theft,Residence or House,NORTHSIDE/NORTHLINE,45,1475086200000.0,2016-09-28 13:10:00,Wednesday,September,13:10:00,29.841545,-95.3659162,"228,390"
1800-1899 N MAIN OB,H,2A10,2,Central Division,Theft,Light Rail (Metro Rail) V,NEAR NORTHSIDE,51,1475726400000.0,2016-10-05 23:00:00,Wednesday,October,23:00:00,29.7604267,-95.36980279999999,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Department or Discount St,NORTHSIDE/NORTHLINE,45,1476559500000.0,2016-10-15 14:25:00,Saturday,October,14:25:00,29.828934399999998,-95.3796783,"228,390"
3900-3999 CAMPBELL,B,7C20,7,Northeast Division,Aggravated Assault,Residence or House,GREATER FIFTH WARD,55,1475096400000.0,2016-09-28 16:00:00,Wednesday,September,16:00:00,29.8287783,-95.5263448,"250,444"
900-999 E 40TH,H,3B40,3,North Division,Auto Theft,"Field, Woods, Forest, Par",INDEPENDENCE HEIGHTS,13,1475789880000.0,2016-10-06 16:38:00,Thursday,October,16:38:00,29.8222716,-95.3870249,"228,390"
100-199 12TH,C,2A30,2,Central Division,Theft,Apartment Parking Lot,GREATER HEIGHTS,15,1476494400000.0,2016-10-14 20:20:00,Friday,October,20:20:00,29.792333000000003,-95.39819200000001,"173,195"
3100-3199 CAPLIN,H,7C20,7,Northeast Division,Theft,Residence or House,EASTEX - JENSEN AREA,46,1475265600000.0,2016-09-30 15:00:00,Friday,September,15:00:00,29.8163473,-95.3398777,"250,444"
2900-2999 CETTI,H,2A10,2,Central Division,Aggravated Assault,Residence or House,NEAR NORTHSIDE,51,1475281500000.0,2016-09-30 19:25:00,Friday,September,19:25:00,29.7880877,-95.3586179,"173,195"
6200-6299 LOS ANGELES,B,7C20,7,Northeast Division,Auto Theft,Driveway,TRINITY / HOUSTON GARDENS,48,1476642600000.0,2016-10-16 13:30:00,Sunday,October,13:30:00,29.815464799999997,-95.3272412,"250,444"
5500-5599 IRVINGTON,H,2A20,2,Central Division,Theft,Apartment Parking Lot,NEAR NORTHSIDE,51,1475850840000.0,2016-10-07 09:34:00,Friday,October,09:34:00,29.809437100000004,-95.36106459999999,"173,195"
300-399 E 13TH,C,2A30,2,Central Division,Theft,Residence or House,GREATER HEIGHTS,15,1475982000000.0,2016-10-08 22:00:00,Saturday,October,22:00:00,29.794398600000005,-95.3953946,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Department or Discount St,NORTHSIDE/NORTHLINE,45,1477073220000.0,2016-10-21 13:07:00,Friday,October,13:07:00,29.828934399999998,-95.3796783,"228,390"
